ppm,exposure_time_min,replicate,R_demo,G_demo,B_demo,H_demo,S_demo,V_demo,L_demo,a_demo,b_demo,DeltaE_demo
2.8,1,1,88.97,133.97,115.73,77.41,85.66,133.97,132.0,109.0,133.0,16.79
2.8,1,2,84.84,139.15,114.72,76.08,99.52,139.15,137.0,104.0,136.0,11.7
2.8,2,0,77.05,131.76,110.07,77.67,105.89,131.76,129.0,105.0,134.0,19.13
2.8,2,1,80.87,123.72,109.84,79.83,88.31,123.72,123.0,110.0,131.0,25.73
2.8,2,2,82.03,132.08,109.56,76.08,96.64,132.08,131.0,106.0,135.0,17.38
2.8,5,0,81.94,116.14,99.54,75.02,75.1,116.14,117.0,111.0,133.0,31.8
2.8,5,1,81.58,118.83,99.93,74.37,79.94,118.83,119.0,111.0,134.0,29.9
2.8,5,2,76.5,122.26,105.99,78.89,95.44,122.26,121.0,108.0,132.0,27.29
2.8,10,0,70.7,109.74,94.13,77.58,90.72,109.74,109.0,111.0,132.0,39.62
2.8,10,1,70.19,109.7,93.88,77.56,91.84,109.7,109.0,110.0,133.0,39.47
2.8,10,2,76.57,113.49,92.87,72.85,82.96,113.49,113.0,110.0,136.0,35.74
2.8,15,0,70.4,107.26,87.85,73.79,87.64,107.26,107.0,110.0,135.0,41.55
2.8,15,1,72.81,105.01,86.7,72.54,78.2,105.01,106.0,112.0,135.0,42.86
2.8,15,2,68.17,109.61,89.14,74.76,96.41,109.61,109.0,109.0,135.0,39.43
2.8,30,0,72.67,96.54,83.81,73.6,63.06,96.54,98.0,116.0,133.0,51.43
2.8,30,1,74.92,94.91,77.25,63.13,53.7,94.91,97.0,116.0,135.0,52.48
2.8,30,2,71.61,95.6,82.88,73.68,64.0,95.6,97.0,116.0,132.0,52.39
2.8,45,0,64.25,95.1,76.57,71.59,82.71,95.1,96.0,112.0,135.0,52.7
2.8,45,1,65.47,95.64,76.4,70.48,80.45,95.64,96.0,112.0,135.0,52.7
2.8,45,2,63.91,93.25,75.14,71.09,80.24,93.25,94.0,113.0,135.0,54.83
2.8,60,0,63.59,92.14,75.91,72.53,79.01,92.14,93.0,113.0,134.0,55.77
2.8,60,1,64.05,91.73,75.14,71.62,76.95,91.73,92.0,114.0,134.0,56.92
2.8,60,2,66.93,96.09,75.71,68.65,77.38,96.09,97.0,112.0,136.0,51.78
2.8,90,0,64.81,87.79,75.16,73.1,66.74,87.79,89.0,117.0,132.0,60.42
2.8,90,1,68.06,90.03,68.75,60.6,62.25,90.03,92.0,115.0,138.0,57.38
2.8,90,2,64.72,92.21,73.4,69.09,76.02,92.21,93.0,113.0,136.0,55.87
2.8,120,0,65.36,84.28,67.61,63.22,57.26,84.28,86.0,117.0,136.0,63.47
2.8,120,1,62.79,81.08,71.35,73.62,57.52,81.08,83.0,118.0,131.0,66.5
2.8,120,2,66.23,80.62,68.23,63.81,45.52,80.62,83.0,120.0,133.0,66.95
2.8,180,0,57.99,83.35,68.36,71.87,77.6,83.35,84.0,115.0,134.0,64.97
2.8,180,1,65.28,86.4,70.95,67.67,62.35,86.4,88.0,116.0,135.0,61.26
2.8,180,2,61.52,84.72,66.87,66.55,69.84,84.72,85.0,115.0,136.0,64.08
2.8,240,0,62.81,78.36,70.26,73.95,50.61,78.36,81.0,120.0,131.0,68.89
2.8,240,1,63.79,82.33,67.22,65.18,57.41,82.33,84.0,117.0,134.0,65.34
2.8,240,2,61.44,73.11,68.66,78.12,40.72,73.11,76.0,122.0,129.0,74.28
2.8,300,0,59.28,80.2,68.62,72.99,66.51,80.2,82.0,117.0,132.0,67.27
2.8,300,1,59.39,76.93,66.08,71.04,58.12,76.93,78.0,119.0,132.0,71.59
2.8,300,2,59.82,80.69,66.99,69.91,65.96,80.69,82.0,116.0,134.0,67.11
2.8,360,0,62.25,76.04,66.05,67.89,46.23,76.04,79.0,120.0,132.0,70.83
2.8,360,1,63.01,74.09,66.06,67.89,38.16,74.09,77.0,122.0,131.0,73.25
2.8,360,2,57.38,78.18,62.81,67.45,67.85,78.18,79.0,116.0,135.0,70.1
2.8,480,0,57.91,83.25,60.27,62.45,77.62,83.25,83.0,113.0,138.0,65.89
2.8,480,1,54.91,73.82,69.25,82.29,65.33,73.82,75.0,120.0,128.0,74.84
2.8,480,2,57.03,77.64,62.86,68.1,67.71,77.64,78.0,116.0,134.0,71.05
2.9,0,0,89.17,150.29,139.37,84.17,103.71,150.29,148.0,106.0,128.0,4.47
2.9,0,1,96.18,148.44,133.94,81.22,89.78,148.44,147.0,107.0,130.0,3.74
2.9,0,2,89.51,145.67,135.06,83.86,98.32,145.67,143.0,107.0,127.0,7.68
2.9,1,0,88.69,139.33,116.86,76.26,92.68,139.33,137.0,105.0,135.0,11.45
2.9,1,1,84.71,138.44,119.45,78.95,98.97,138.44,136.0,106.0,133.0,12.21
2.9,1,2,84.03,131.34,118.61,81.48,91.84,131.34,131.0,109.0,130.0,17.83
2.9,2,0,84.98,125.02,113.16,80.67,81.68,125.02,126.0,111.0,130.0,23.17
2.9,2,1,82.73,130.87,113.86,78.96,93.79,130.87,129.0,108.0,132.0,19.42
2.9,2,2,79.66,123.76,109.65,79.95,90.88,123.76,123.0,110.0,131.0,25.73
2.9,5,0,79.2,115.64,98.64,75.58,80.34,115.64,116.0,111.0,133.0,32.77
2.9,5,1,71.07,122.52,103.2,78.3,107.08,122.52,121.0,106.0,133.0,27.09
2.9,5,2,78.85,120.16,102.45,76.71,87.68,120.16,120.0,109.0,133.0,28.46
2.9,10,0,71.92,108.29,91.57,75.79,85.65,108.29,109.0,111.0,133.0,39.64
2.9,10,1,80.55,110.45,91.46,70.56,69.02,110.45,112.0,113.0,135.0,37.23
2.9,10,2,74.04,105.74,97.37,81.62,76.44,105.74,107.0,115.0,129.0,42.56
2.9,15,0,68.53,105.63,91.74,78.33,89.55,105.63,105.0,112.0,132.0,43.74
2.9,15,1,71.67,104.41,88.57,75.07,79.96,104.41,105.0,113.0,133.0,43.94
2.9,15,2,70.34,102.39,87.19,75.35,79.81,102.39,103.0,113.0,133.0,45.9
2.9,30,0,71.63,96.54,79.46,69.04,65.8,96.54,98.0,115.0,135.0,51.28
2.9,30,1,65.64,100.17,83.84,75.39,87.9,100.17,101.0,111.0,134.0,47.56
2.9,30,2,68.87,96.09,83.53,75.74,72.24,96.09,98.0,115.0,132.0,51.2
2.9,45,0,63.51,92.28,81.19,78.0,79.49,92.28,93.0,114.0,131.0,55.91
2.9,45,1,68.07,90.11,75.72,70.02,62.39,90.11,92.0,116.0,134.0,57.31
2.9,45,2,65.77,98.24,72.54,65.88,84.28,98.24,98.0,110.0,139.0,50.84
2.9,60,0,65.13,86.42,74.05,72.17,62.83,86.42,88.0,117.0,132.0,61.39
2.9,60,1,63.2,89.29,74.35,72.42,74.5,89.29,90.0,115.0,134.0,59.07
2.9,60,2,64.31,88.94,71.57,68.45,70.61,88.94,89.0,115.0,135.0,60.09
2.9,90,0,65.13,89.53,75.45,72.28,69.5,89.53,91.0,116.0,133.0,58.26
2.9,90,1,58.17,88.17,74.95,76.35,86.76,88.17,89.0,113.0,133.0,59.69
2.9,90,2,59.7,87.3,72.57,73.58,80.62,87.3,88.0,114.0,133.0,60.84
2.9,120,0,67.33,90.9,65.94,58.0,70.03,90.9,91.0,114.0,140.0,58.42
2.9,120,1,69.29,82.38,73.87,70.11,40.52,82.38,86.0,121.0,132.0,64.29
2.9,120,2,64.72,82.14,72.41,72.84,54.08,82.14,85.0,118.0,132.0,64.54
2.9,180,0,60.2,83.99,69.03,70.74,72.22,83.99,84.0,116.0,133.0,65.12
2.9,180,1,64.12,82.56,67.84,65.68,56.96,82.56,84.0,117.0,135.0,65.38
2.9,180,2,63.82,84.07,70.53,69.56,61.44,84.07,86.0,117.0,134.0,63.38
2.9,240,0,57.7,77.37,64.94,70.65,64.84,77.37,78.0,117.0,133.0,71.2
2.9,240,1,57.83,82.86,69.57,73.66,77.04,82.86,83.0,116.0,133.0,66.11
2.9,240,2,59.22,84.8,70.75,73.11,76.9,84.8,85.0,115.0,133.0,63.96
2.9,300,0,59.81,76.7,70.13,77.9,56.17,76.7,78.0,120.0,129.0,71.87
2.9,300,1,58.9,79.55,64.39,67.6,66.21,79.55,80.0,116.0,134.0,69.08
2.9,300,2,56.41,74.76,67.31,77.38,62.61,74.76,76.0,119.0,130.0,73.57
2.9,360,0,56.25,87.31,61.19,64.41,90.71,87.31,87.0,110.0,140.0,61.81
2.9,360,1,54.83,79.66,69.03,76.73,79.49,79.66,80.0,116.0,131.0,69.06
2.9,360,2,58.8,79.85,58.91,59.83,67.23,79.85,80.0,115.0,138.0,69.14
2.9,480,0,55.86,73.36,57.32,62.16,60.84,73.36,74.0,117.0,135.0,75.19
2.9,480,1,58.24,69.85,59.04,61.72,42.38,69.85,71.0,122.0,133.0,79.08
2.9,480,2,56.28,74.09,64.2,72.93,61.29,74.09,76.0,119.0,132.0,73.55
3.0,0,0,92.92,153.68,134.26,79.96,100.83,153.68,150.0,104.0,132.0,2.0
3.0,0,1,95.42,150.99,132.91,79.79,93.85,150.99,148.0,106.0,132.0,2.0
3.0,0,2,93.53,151.42,130.81,78.88,97.49,151.42,148.0,104.0,133.0,1.0
3.0,1,0,84.0,133.27,119.1,80.92,94.27,133.27,132.0,108.0,130.0,16.61
3.0,1,1,84.72,133.74,115.85,78.62,93.47,133.74,132.0,107.0,132.0,16.28
3.0,1,2,81.37,138.66,118.08,78.78,105.36,138.66,136.0,104.0,133.0,12.04
3.0,2,0,78.84,130.37,108.94,77.09,100.78,130.37,128.0,105.0,134.0,20.12
3.0,2,1,77.21,131.01,109.01,77.3,104.71,131.01,129.0,105.0,134.0,19.13
3.0,2,2,80.21,128.07,114.05,80.76,95.3,128.07,127.0,108.0,130.0,21.47
3.0,5,0,76.17,112.74,101.5,80.33,82.71,112.74,113.0,113.0,130.0,36.19
3.0,5,1,74.66,122.0,99.86,75.55,98.95,122.0,121.0,106.0,136.0,27.37
3.0,5,2,69.41,117.41,105.7,82.22,104.25,117.41,116.0,109.0,130.0,32.45
3.0,10,0,76.89,113.21,88.81,69.46,81.81,113.21,113.0,109.0,138.0,35.86
3.0,10,1,74.9,105.55,92.54,76.84,74.05,105.55,106.0,114.0,132.0,43.17
3.0,10,2,68.34,105.78,89.84,76.8,90.25,105.78,105.0,111.0,133.0,43.58
3.0,15,0,72.7,105.4,88.33,73.93,79.13,105.4,106.0,112.0,134.0,42.8
3.0,15,1,65.95,102.07,85.26,75.62,90.23,102.07,102.0,111.0,133.0,46.54
3.0,15,2,72.61,106.53,90.67,75.55,81.2,106.53,107.0,112.0,133.0,41.79
3.0,30,0,64.38,87.47,75.42,73.93,67.3,87.47,89.0,117.0,132.0,60.42
3.0,30,1,70.91,94.48,78.47,69.23,63.61,94.48,96.0,115.0,134.0,53.19
3.0,30,2,71.58,99.48,80.79,69.52,71.53,99.48,101.0,113.0,136.0,48.02
3.0,45,0,64.01,91.47,77.86,74.71,76.53,91.47,92.0,114.0,133.0,56.89
3.0,45,1,69.7,93.13,79.35,71.96,64.17,93.13,95.0,116.0,133.0,54.35
3.0,45,2,68.4,88.35,79.44,76.17,57.58,88.35,91.0,118.0,131.0,58.7
3.0,60,0,62.86,81.8,68.46,68.49,59.05,81.8,83.0,117.0,133.0,66.29
3.0,60,1,60.69,90.94,75.19,73.96,84.83,90.94,91.0,113.0,133.0,57.71
3.0,60,2,64.3,95.2,71.04,66.17,82.78,95.2,95.0,111.0,138.0,53.8
3.0,90,0,62.16,87.0,69.61,68.61,72.79,87.0,87.0,115.0,135.0,62.06
3.0,90,1,62.33,81.28,76.05,81.26,59.45,81.28,84.0,119.0,129.0,65.8
3.0,90,2,60.2,92.18,71.72,70.41,88.46,92.18,92.0,111.0,136.0,56.58
3.0,120,0,64.35,83.79,69.74,67.94,59.15,83.79,85.0,118.0,134.0,64.57
3.0,120,1,59.51,84.3,70.79,73.24,74.98,84.3,85.0,115.0,133.0,63.96
3.0,120,2,58.91,83.57,68.0,70.67,75.23,83.57,84.0,115.0,134.0,64.97
3.0,180,0,66.89,80.9,71.9,70.33,44.15,80.9,83.0,120.0,131.0,66.95
3.0,180,1,59.41,81.95,63.3,64.82,70.14,81.95,82.0,115.0,136.0,67.03
3.0,180,2,58.65,81.8,72.02,76.89,72.16,81.8,83.0,117.0,131.0,66.29
3.0,240,0,59.83,83.52,67.51,69.34,72.31,83.52,84.0,115.0,134.0,64.97
3.0,240,1,64.05,79.19,72.76,76.83,48.75,79.19,82.0,121.0,130.0,68.18
3.0,240,2,57.71,77.07,61.96,66.21,64.04,77.07,78.0,117.0,135.0,71.26
3.0,300,0,65.56,80.51,63.36,55.85,54.29,80.51,83.0,118.0,136.0,66.61
3.0,300,1,62.31,80.11,70.27,73.0,56.66,80.11,82.0,119.0,132.0,67.68
3.0,300,2,53.92,77.25,62.98,71.25,77.02,77.25,78.0,115.0,134.0,70.89
3.0,360,0,52.17,80.2,62.61,70.77,89.12,80.2,80.0,113.0,135.0,68.66
3.0,360,1,60.31,84.1,62.36,62.23,72.13,84.1,85.0,114.0,138.0,64.07
3.0,360,2,56.83,77.38,66.38,73.53,67.72,77.38,78.0,117.0,132.0,71.2
3.0,480,0,55.7,73.61,65.18,75.46,62.05,73.61,75.0,119.0,130.0,74.55
3.0,480,1,58.53,69.36,58.33,59.12,40.57,69.36,71.0,121.0,133.0,78.86
3.0,480,2,61.9,76.7,59.72,55.84,56.47,76.7,78.0,118.0,136.0,71.5
3.1,0,0,91.49,151.04,134.21,81.07,100.54,151.04,148.0,104.0,131.0,1.0
3.1,0,1,87.93,148.48,132.82,81.79,103.99,148.48,145.0,104.0,130.0,3.61
3.1,0,2,91.7,152.72,128.31,77.57,101.88,152.72,149.0,103.0,134.0,2.45
3.1,1,0,85.86,138.54,118.87,78.36,96.96,138.54,136.0,106.0,133.0,12.21
3.1,1,1,85.2,134.97,114.9,77.47,94.03,134.97,133.0,107.0,134.0,15.43
3.1,1,2,84.57,139.04,117.05,77.46,99.9,139.04,137.0,104.0,134.0,11.18
3.1,2,0,78.46,125.8,110.61,79.93,95.97,125.8,124.0,108.0,131.0,24.35
3.1,2,1,80.01,128.74,111.58,79.0,96.52,128.74,127.0,108.0,132.0,21.38
3.1,2,2,83.8,131.55,113.0,77.91,92.57,131.55,130.0,107.0,133.0,18.28
3.1,5,0,72.89,112.72,98.8,79.07,90.09,112.72,112.0,110.0,131.0,36.51
3.1,5,1,74.34,112.01,97.7,78.16,85.76,112.01,113.0,111.0,132.0,35.69
3.1,5,2,74.27,113.41,98.08,77.81,88.0,113.41,114.0,111.0,132.0,34.71
3.1,10,0,75.22,107.27,98.32,81.17,76.19,107.27,109.0,114.0,129.0,40.37
3.1,10,1,72.19,105.8,90.92,76.29,81.0,105.8,106.0,112.0,133.0,42.77
3.1,10,2,72.45,107.98,97.13,80.39,83.9,107.98,108.0,113.0,130.0,41.05
3.1,15,0,66.96,104.48,87.11,75.69,91.57,104.48,104.0,110.0,133.0,44.42
3.1,15,1,64.78,104.22,90.29,78.96,96.48,104.22,104.0,110.0,131.0,44.42
3.1,15,2,66.93,101.88,81.31,71.94,87.48,101.88,101.0,111.0,135.0,47.61
3.1,30,0,62.34,97.68,78.25,73.1,92.25,97.68,97.0,111.0,135.0,51.57
3.1,30,1,62.79,95.23,78.09,73.73,86.84,95.23,95.0,112.0,134.0,53.64
3.1,30,2,64.71,96.75,76.17,70.34,84.46,96.75,97.0,111.0,136.0,51.63
3.1,45,0,61.65,91.17,79.01,77.21,82.56,91.17,92.0,114.0,131.0,56.89
3.1,45,1,68.08,88.71,78.91,75.33,59.3,88.71,91.0,118.0,131.0,58.7
3.1,45,2,62.01,96.18,72.7,69.0,90.59,96.18,96.0,110.0,138.0,52.69
3.1,60,0,67.2,86.22,79.81,79.45,56.27,86.22,89.0,119.0,130.0,60.91
3.1,60,1,64.99,85.15,72.21,70.35,60.37,85.15,87.0,117.0,133.0,62.38
3.1,60,2,65.56,91.35,73.56,68.92,72.0,91.35,92.0,114.0,135.0,56.96
3.1,90,0,61.85,87.21,71.15,70.6,74.14,87.21,88.0,115.0,134.0,61.03
3.1,90,1,57.84,82.5,71.46,76.14,76.21,82.5,83.0,116.0,131.0,66.11
3.1,90,2,65.37,89.78,73.09,69.1,69.35,89.78,91.0,115.0,134.0,58.09
3.1,120,0,61.61,85.06,66.78,66.25,70.3,85.06,86.0,114.0,136.0,62.93
3.1,120,1,60.29,80.34,65.04,66.73,63.65,80.34,82.0,116.0,134.0,67.11
3.1,120,2,61.75,83.37,70.85,72.22,66.13,83.37,85.0,116.0,133.0,64.14
3.1,180,0,61.13,80.79,67.91,69.95,62.07,80.79,82.0,118.0,133.0,67.48
3.1,180,1,59.36,81.3,64.06,66.05,68.82,81.3,82.0,115.0,135.0,66.98
3.1,180,2,60.6,82.07,64.23,64.71,66.72,82.07,83.0,116.0,136.0,66.22
3.1,240,0,58.82,76.41,63.0,66.75,58.68,76.41,77.0,118.0,134.0,72.39
3.1,240,1,55.29,82.07,67.78,73.57,83.21,82.07,83.0,114.0,133.0,65.77
3.1,240,2,60.28,84.19,64.01,64.32,72.42,84.19,85.0,114.0,137.0,63.98
3.1,300,0,67.17,76.29,64.14,52.23,40.62,76.29,80.0,122.0,134.0,70.37
3.1,300,1,56.88,78.09,65.88,72.33,69.27,78.09,79.0,116.0,133.0,70.04
3.1,300,2,57.73,82.31,64.09,67.39,76.14,82.31,83.0,114.0,135.0,65.83
3.1,360,0,58.42,73.24,63.7,70.28,51.6,73.24,75.0,120.0,132.0,74.73
3.1,360,1,57.21,74.14,60.11,64.78,58.25,74.14,76.0,118.0,134.0,73.38
3.1,360,2,65.63,75.18,58.07,46.49,58.03,75.18,78.0,120.0,137.0,71.98
3.1,480,0,54.83,74.32,62.69,71.7,66.86,74.32,75.0,117.0,133.0,74.16
3.1,480,1,58.59,76.5,59.12,60.55,59.71,76.5,77.0,117.0,136.0,72.29
3.1,480,2,57.95,71.84,59.19,62.34,49.33,71.84,73.0,119.0,133.0,76.49
3.2,0,0,89.25,147.43,135.19,83.22,100.64,147.43,145.0,106.0,128.0,5.39
3.2,0,1,94.07,153.93,132.12,78.63,99.17,153.93,150.0,104.0,133.0,2.24
3.2,0,2,94.33,145.72,134.59,83.04,89.92,145.72,144.0,108.0,129.0,6.4
3.2,1,0,85.11,136.68,118.12,78.76,96.22,136.68,135.0,106.0,132.0,13.15
3.2,1,1,81.61,130.3,114.84,80.03,95.29,130.3,129.0,107.0,131.0,19.26
3.2,1,2,86.27,136.87,112.88,75.35,94.27,136.87,134.0,106.0,136.0,14.7
3.2,2,0,77.88,124.45,108.33,79.17,95.42,124.45,123.0,108.0,132.0,25.32
3.2,2,1,76.74,122.35,106.93,79.41,95.07,122.35,121.0,108.0,132.0,27.29
3.2,2,2,81.08,123.08,109.05,79.53,87.0,123.08,123.0,110.0,131.0,25.73
3.2,5,0,78.46,110.63,97.57,77.39,74.14,110.63,112.0,113.0,131.0,37.12
3.2,5,1,78.36,113.28,96.47,75.14,78.6,113.28,114.0,111.0,133.0,34.73
3.2,5,2,78.78,113.62,101.51,79.13,78.19,113.62,114.0,113.0,131.0,35.19
3.2,10,0,72.5,104.62,91.39,77.22,78.29,104.62,105.0,113.0,132.0,43.93
3.2,10,1,72.18,108.71,88.31,72.84,85.7,108.71,108.0,110.0,135.0,40.56
3.2,10,2,71.34,105.46,92.07,77.79,82.51,105.46,106.0,113.0,131.0,42.97
3.2,15,0,65.93,103.88,86.89,76.14,93.16,103.88,103.0,110.0,133.0,45.41
3.2,15,1,65.06,104.46,92.19,80.21,96.19,104.46,104.0,111.0,130.0,44.6
3.2,15,2,72.01,105.11,85.75,72.05,80.3,105.11,106.0,112.0,135.0,42.86
3.2,30,0,60.63,87.89,79.39,80.19,79.1,87.89,88.0,116.0,129.0,61.26
3.2,30,1,63.83,90.68,78.43,75.89,75.49,90.68,91.0,115.0,132.0,58.05
3.2,30,2,67.46,89.06,77.27,73.22,61.86,89.06,91.0,117.0,132.0,58.46
3.2,45,0,68.38,86.36,77.67,75.08,53.08,86.36,89.0,119.0,131.0,60.89
3.2,45,1,62.4,91.22,78.35,76.18,80.58,91.22,92.0,114.0,132.0,56.89
3.2,45,2,66.07,92.31,71.61,65.96,72.48,92.31,93.0,114.0,137.0,56.12
3.2,60,0,66.04,84.52,73.52,71.73,55.74,84.52,87.0,118.0,132.0,62.59
3.2,60,1,63.48,88.53,73.75,71.9,72.17,88.53,89.0,115.0,134.0,60.05
3.2,60,2,60.17,83.03,75.35,79.49,70.2,83.03,85.0,117.0,130.0,64.36
3.2,90,0,61.77,87.28,69.59,68.82,74.52,87.28,88.0,114.0,135.0,60.9
3.2,90,1,57.0,86.73,68.62,71.33,87.41,86.73,86.0,112.0,135.0,62.59
3.2,90,2,62.24,81.89,74.66,78.53,61.18,81.89,83.0,119.0,130.0,66.74
3.2,120,0,57.62,80.71,68.1,73.2,72.96,80.71,81.0,116.0,132.0,68.07
3.2,120,1,56.97,82.71,72.61,77.79,79.36,82.71,83.0,116.0,131.0,66.11
3.2,120,2,58.78,82.91,59.52,60.59,74.22,82.91,83.0,113.0,139.0,65.99
3.2,180,0,58.88,78.06,62.8,65.75,62.65,78.06,79.0,116.0,135.0,70.1
3.2,180,1,62.24,78.02,64.72,64.34,51.57,78.02,80.0,119.0,134.0,69.66
3.2,180,2,57.87,73.25,61.85,67.4,53.55,73.25,75.0,118.0,133.0,74.34
3.2,240,0,61.08,70.91,61.32,60.4,35.36,70.91,73.0,122.0,132.0,77.13
3.2,240,1,56.99,82.47,65.92,70.12,78.77,82.47,83.0,114.0,135.0,65.83
3.2,240,2,56.52,81.15,61.39,65.57,77.39,81.15,82.0,114.0,137.0,66.94
3.2,300,0,60.63,71.88,65.65,72.97,39.9,71.88,74.0,122.0,130.0,76.18
3.2,300,1,56.39,72.87,61.78,69.42,57.68,72.87,74.0,119.0,132.0,75.5
3.2,300,2,58.44,74.47,64.09,70.18,54.91,74.47,76.0,119.0,132.0,73.55
3.2,360,0,55.4,76.83,62.84,70.02,71.11,76.83,77.0,117.0,134.0,72.21
3.2,360,1,56.97,73.64,61.96,68.61,57.73,73.64,75.0,118.0,133.0,74.34
3.2,360,2,58.8,81.15,64.33,67.04,70.23,81.15,82.0,115.0,135.0,66.98
3.2,480,0,59.4,82.76,61.69,62.59,71.96,82.76,83.0,114.0,138.0,66.04
3.2,480,1,57.93,75.61,57.12,58.36,62.35,75.61,77.0,116.0,137.0,72.18
3.2,480,2,55.14,71.98,62.09,71.97,59.63,71.98,73.0,119.0,131.0,76.49
3.3,0,0,91.48,151.41,135.26,81.46,100.94,151.41,148.0,105.0,130.0,2.24
3.3,0,1,94.59,150.51,129.99,78.55,94.75,150.51,148.0,105.0,133.0,1.41
3.3,0,2,95.41,153.32,127.18,76.03,96.32,153.32,150.0,103.0,136.0,4.58
3.3,1,0,83.42,134.84,118.89,80.25,97.23,134.84,133.0,107.0,131.0,15.33
3.3,1,1,87.09,135.19,118.31,79.03,90.72,135.19,134.0,108.0,132.0,14.56
3.3,1,2,84.56,132.32,115.77,79.16,92.04,132.32,131.0,107.0,132.0,17.26
3.3,2,0,80.58,125.86,103.14,74.53,91.74,125.86,124.0,107.0,135.0,24.37
3.3,2,1,79.33,126.14,107.95,77.91,94.62,126.14,125.0,108.0,133.0,23.37
3.3,2,2,79.79,127.43,105.56,75.8,95.34,127.43,126.0,107.0,135.0,22.41
3.3,5,0,70.0,112.61,99.67,80.44,96.49,112.61,112.0,110.0,131.0,36.51
3.3,5,1,79.94,116.0,92.97,70.44,79.26,116.0,115.0,110.0,137.0,33.91
3.3,5,2,74.18,114.42,97.91,77.26,89.67,114.42,114.0,110.0,133.0,34.54
3.3,10,0,72.37,101.9,89.22,76.69,73.88,101.9,103.0,115.0,131.0,46.34
3.3,10,1,72.02,107.12,86.61,72.07,83.57,107.12,107.0,111.0,136.0,41.79
3.3,10,2,69.72,96.54,87.16,79.07,70.83,96.54,98.0,115.0,130.0,51.23
3.3,15,0,66.95,96.73,85.02,77.77,78.49,96.73,97.0,114.0,131.0,51.98
3.3,15,1,68.36,93.01,85.17,80.01,67.58,93.01,95.0,117.0,130.0,54.61
3.3,15,2,65.74,101.24,80.67,72.22,89.42,101.24,101.0,110.0,136.0,47.55
3.3,30,0,65.2,91.49,78.52,74.79,73.26,91.49,92.0,115.0,132.0,57.07
3.3,30,1,65.49,91.57,73.01,68.27,72.64,91.57,92.0,114.0,135.0,56.96
3.3,30,2,60.68,90.59,77.59,76.54,84.18,90.59,91.0,113.0,132.0,57.71
3.3,45,0,61.53,90.37,73.22,71.76,81.39,90.37,91.0,113.0,134.0,57.74
3.3,45,1,60.46,87.66,74.73,75.32,79.14,87.66,88.0,115.0,132.0,61.0
3.3,45,2,64.33,94.13,72.05,67.39,80.74,94.13,95.0,112.0,137.0,53.83
3.3,60,0,61.99,87.27,71.67,71.09,73.89,87.27,88.0,115.0,134.0,61.03
3.3,60,1,60.7,81.35,70.2,73.39,64.71,81.35,83.0,117.0,132.0,66.29
3.3,60,2,58.99,80.82,69.35,73.83,68.88,80.82,82.0,117.0,132.0,67.27
3.3,90,0,57.59,84.52,70.55,74.02,81.26,84.52,85.0,114.0,133.0,63.8
3.3,90,1,58.02,81.99,63.17,66.08,74.56,81.99,82.0,115.0,136.0,67.03
3.3,90,2,59.24,83.96,71.22,74.12,75.08,83.96,84.0,116.0,132.0,65.12
3.3,120,0,57.63,83.83,62.26,64.94,79.7,83.83,83.0,113.0,137.0,65.81
3.3,120,1,56.02,82.8,71.82,77.26,82.47,82.8,83.0,115.0,131.0,65.93
3.3,120,2,61.25,80.55,60.22,58.15,64.38,80.55,82.0,116.0,137.0,67.27
3.3,180,0,52.47,78.37,63.23,72.07,84.29,78.37,78.0,115.0,134.0,70.89
3.3,180,1,55.22,78.18,64.65,71.93,74.9,78.18,79.0,116.0,133.0,70.04
3.3,180,2,61.37,78.39,67.99,71.28,55.38,78.39,80.0,119.0,132.0,69.63
3.3,240,0,57.76,75.9,65.89,73.03,60.94,75.9,77.0,119.0,132.0,72.57
3.3,240,1,54.8,84.69,63.82,68.67,89.99,84.69,84.0,112.0,137.0,64.69
3.3,240,2,58.88,77.82,68.33,74.55,62.06,77.82,79.0,119.0,131.0,70.62
3.3,300,0,59.54,70.17,65.74,77.06,38.64,70.17,73.0,122.0,129.0,77.19
3.3,300,1,56.14,75.3,57.69,62.08,64.91,75.3,76.0,116.0,136.0,73.1
3.3,300,2,58.74,73.03,61.83,66.11,49.9,73.03,75.0,120.0,133.0,74.74
3.3,360,0,55.86,79.78,66.57,73.02,76.46,79.78,80.0,115.0,133.0,68.89
3.3,360,1,56.85,74.2,59.5,64.22,59.62,74.2,76.0,117.0,135.0,73.23
3.3,360,2,60.03,73.02,59.36,58.2,47.71,73.02,75.0,120.0,135.0,74.79
3.3,480,0,58.99,70.95,59.17,60.13,43.0,70.95,72.0,120.0,133.0,77.67
3.3,480,1,51.31,74.68,65.11,77.28,79.81,74.68,75.0,117.0,130.0,74.18
3.3,480,2,58.21,76.95,56.75,57.5,66.95,76.95,77.0,117.0,138.0,72.43
3.4,0,0,92.71,148.17,131.32,80.43,95.45,148.17,146.0,105.0,131.0,2.45
3.4,0,1,94.32,151.31,127.76,77.18,96.05,151.31,148.0,104.0,135.0,3.0
3.4,0,2,88.05,146.86,133.47,82.71,102.1,146.86,144.0,106.0,129.0,5.39
3.4,1,0,90.35,137.97,110.44,72.26,88.02,137.97,136.0,106.0,137.0,13.15
3.4,1,1,88.42,136.69,111.49,73.93,90.06,136.69,135.0,106.0,136.0,13.75
3.4,1,2,83.24,137.17,117.78,78.77,100.25,137.17,135.0,105.0,133.0,13.08
