ppm,exposure_time_min,replicate,R_demo,G_demo,B_demo,H_demo,S_demo,V_demo,L_demo,a_demo,b_demo,DeltaE_demo,cumulative_exposure_ppm_min
8.8,1,3,77.63,111.83,96.53,153.16,0.3058,0.4386,112.0,112.0,132.0,36.88,8.8
8.8,1,4,70.86,110.22,94.47,156.0,0.3571,0.4322,110.0,110.0,132.0,38.47,8.8
8.8,2,1,68.6,97.26,80.29,144.46,0.2947,0.3814,98.0,113.0,134.0,50.84,17.6
8.8,2,2,66.91,98.18,82.68,150.27,0.3185,0.385,99.0,113.0,133.0,49.83,17.6
8.8,2,3,69.98,96.67,83.04,149.37,0.2761,0.3791,98.0,115.0,132.0,51.2,17.6
8.8,2,4,63.52,96.49,84.76,158.65,0.3417,0.3784,97.0,113.0,131.0,51.8,17.6
8.8,5,1,60.4,83.9,68.34,140.26,0.2801,0.329,84.0,116.0,134.0,65.15,44.0
8.8,5,2,60.54,82.8,67.51,138.78,0.2688,0.3247,83.0,116.0,134.0,66.13,44.0
8.8,5,3,62.27,82.94,70.12,142.8,0.2492,0.3252,84.0,117.0,132.0,65.31,44.0
8.8,5,4,63.27,80.04,65.58,128.27,0.2095,0.3139,82.0,118.0,135.0,67.54,44.0
8.8,10,1,56.06,73.44,60.21,134.33,0.2366,0.288,75.0,118.0,134.0,74.36,88.0
8.8,10,2,53.77,67.98,60.29,147.55,0.2091,0.2666,69.0,121.0,130.0,80.83,88.0
8.8,10,3,58.7,67.61,62.09,142.84,0.1318,0.2651,70.0,123.0,130.0,80.31,88.0
8.8,10,4,53.87,69.76,55.42,125.87,0.2278,0.2736,70.0,118.0,134.0,79.27,88.0
8.8,15,1,52.5,69.19,55.98,132.49,0.2411,0.2713,70.0,118.0,134.0,79.27,132.0
8.8,15,2,55.04,69.99,54.63,118.43,0.2194,0.2745,71.0,119.0,135.0,78.5,132.0
8.8,15,3,50.55,69.59,53.96,130.76,0.2736,0.2729,70.0,117.0,135.0,79.13,132.0
8.8,15,4,52.56,65.38,55.51,133.83,0.1961,0.2564,67.0,120.0,132.0,82.57,132.0
8.8,30,1,49.15,62.73,46.89,111.42,0.2525,0.246,63.0,119.0,136.0,86.41,264.0
8.8,30,2,52.44,61.61,49.62,105.86,0.1947,0.2416,63.0,122.0,134.0,86.91,264.0
8.8,30,3,49.82,64.24,51.53,127.11,0.2245,0.2519,65.0,119.0,134.0,84.37,264.0
8.8,30,4,49.65,61.77,52.51,134.14,0.1962,0.2422,62.0,121.0,132.0,87.66,264.0
8.8,45,1,50.4,56.09,51.43,130.92,0.1015,0.22,58.0,124.0,130.0,92.22,396.0
8.8,45,2,54.98,61.49,49.48,92.53,0.1953,0.2411,63.0,123.0,134.0,87.12,396.0
8.8,45,3,50.58,61.02,46.36,102.76,0.2402,0.2393,62.0,120.0,136.0,87.57,396.0
8.8,45,4,50.3,62.52,48.77,113.31,0.2199,0.2452,63.0,120.0,135.0,86.54,396.0
8.8,60,1,46.91,60.84,46.65,118.89,0.2333,0.2386,61.0,119.0,135.0,88.33,528.0
8.8,60,2,51.57,57.8,49.32,104.1,0.1466,0.2267,59.0,124.0,132.0,91.22,528.0
8.8,60,3,46.24,59.07,48.59,130.97,0.2172,0.2316,60.0,120.0,133.0,89.45,528.0
8.8,60,4,52.0,58.33,49.22,101.65,0.1562,0.2287,60.0,124.0,133.0,90.25,528.0
8.8,90,1,50.34,59.32,46.39,101.66,0.2179,0.2326,61.0,121.0,135.0,88.7,792.0
8.8,90,2,53.92,59.07,46.82,85.24,0.2073,0.2316,61.0,123.0,135.0,89.1,792.0
8.8,90,3,51.43,57.68,47.39,96.46,0.1784,0.2262,59.0,124.0,133.0,91.22,792.0
8.8,90,4,53.6,58.49,42.86,78.77,0.2672,0.2294,60.0,123.0,137.0,90.17,792.0
8.8,120,1,47.41,57.87,43.57,103.89,0.2471,0.2269,58.0,121.0,135.0,91.64,1056.0
8.8,120,2,51.86,58.37,44.7,88.58,0.2341,0.2289,60.0,122.0,136.0,89.91,1056.0
8.8,120,3,45.92,58.66,44.75,114.97,0.2371,0.23,58.0,119.0,135.0,91.29,1056.0
8.8,120,4,49.54,56.52,47.26,105.2,0.1639,0.2217,58.0,123.0,133.0,91.99,1056.0
8.8,180,1,51.22,56.09,44.66,85.56,0.2038,0.22,58.0,123.0,135.0,92.03,1584.0
8.8,180,2,46.04,56.32,41.94,102.9,0.2554,0.2209,57.0,120.0,136.0,92.48,1584.0
8.8,180,3,50.42,57.12,45.83,95.61,0.1977,0.224,58.0,123.0,134.0,92.01,1584.0
8.8,180,4,47.78,57.51,46.68,113.88,0.1883,0.2255,58.0,121.0,133.0,91.6,1584.0
8.8,240,1,47.66,58.83,46.52,114.45,0.2093,0.2307,59.0,120.0,134.0,90.45,2112.0
8.8,240,2,48.04,52.08,42.0,84.06,0.1937,0.2042,54.0,124.0,134.0,96.12,2112.0
8.8,240,3,46.53,54.64,40.88,95.36,0.2518,0.2143,55.0,121.0,136.0,94.63,2112.0
8.8,240,4,46.4,57.95,44.45,111.33,0.2329,0.2272,58.0,120.0,135.0,91.46,2112.0
8.8,300,1,50.01,56.86,47.29,102.94,0.1683,0.223,58.0,123.0,133.0,91.99,2640.0
8.8,300,2,50.76,52.75,44.66,74.73,0.1533,0.2069,54.0,125.0,133.0,96.32,2640.0
8.8,300,3,50.15,57.67,44.8,95.06,0.2231,0.2262,58.0,122.0,135.0,91.83,2640.0
8.8,300,4,48.9,56.87,44.43,98.45,0.2187,0.223,57.0,122.0,135.0,92.81,2640.0
8.8,360,1,50.08,55.8,40.08,81.84,0.2817,0.2188,57.0,123.0,137.0,93.1,3168.0
8.8,360,2,49.33,57.59,43.27,94.63,0.2486,0.2258,58.0,122.0,136.0,91.87,3168.0
8.8,360,3,50.07,57.8,48.17,108.18,0.1666,0.2267,59.0,123.0,133.0,91.01,3168.0
8.8,360,4,51.93,55.08,43.21,75.9,0.2155,0.216,57.0,123.0,135.0,93.01,3168.0
8.8,480,1,49.68,54.82,46.0,94.95,0.161,0.215,56.0,124.0,133.0,94.15,4224.0
8.8,480,2,51.17,56.1,41.35,80.05,0.263,0.22,58.0,123.0,137.0,92.12,4224.0
8.8,480,3,50.32,56.55,46.22,96.15,0.1827,0.2217,58.0,123.0,133.0,91.99,4224.0
8.8,480,4,44.38,54.68,43.23,113.98,0.2094,0.2144,54.0,121.0,134.0,95.55,4224.0
8.9,0,1,92.74,151.5,128.81,156.83,0.3879,0.5941,148.0,103.0,134.0,2.24,0.0
8.9,0,2,90.32,148.84,129.2,159.86,0.3932,0.5837,146.0,104.0,132.0,2.0,0.0
8.9,0,3,93.1,148.74,131.73,161.66,0.3741,0.5833,146.0,106.0,131.0,3.0,0.0
8.9,0,4,90.7,150.44,132.23,161.71,0.3971,0.59,147.0,104.0,131.0,1.41,0.0
8.9,1,1,76.28,111.69,98.79,158.14,0.3171,0.438,112.0,112.0,131.0,36.89,8.9
8.9,1,2,72.97,112.08,96.09,155.47,0.3489,0.4395,112.0,110.0,132.0,36.5,8.9
8.9,1,3,71.31,109.8,99.46,163.88,0.3506,0.4306,110.0,112.0,129.0,38.95,8.9
8.9,1,4,71.47,112.67,98.07,158.74,0.3657,0.4418,112.0,110.0,131.0,36.51,8.9
8.9,2,1,69.21,97.0,80.77,144.97,0.2864,0.3804,97.0,115.0,134.0,52.21,17.8
8.9,2,2,69.26,98.71,82.46,146.89,0.2983,0.3871,99.0,114.0,134.0,50.05,17.8
8.9,2,3,68.25,96.57,83.18,151.63,0.2933,0.3787,98.0,115.0,132.0,51.2,17.8
8.9,2,4,67.27,97.67,87.24,159.42,0.3113,0.383,99.0,115.0,130.0,50.26,17.8
8.9,5,1,62.38,78.58,65.96,133.27,0.2061,0.3081,80.0,119.0,133.0,69.64,44.5
8.9,5,2,59.56,79.73,66.53,140.75,0.253,0.3127,81.0,117.0,133.0,68.26,44.5
8.9,5,3,59.83,81.54,64.58,133.13,0.2662,0.3198,82.0,115.0,135.0,66.98,44.5
8.9,5,4,61.3,79.34,67.53,140.71,0.2275,0.3112,81.0,118.0,133.0,68.45,44.5
8.9,10,1,54.33,69.11,57.76,133.93,0.2139,0.271,70.0,120.0,133.0,79.63,89.0
8.9,10,2,59.6,68.81,55.69,102.11,0.1906,0.2698,71.0,121.0,135.0,78.91,89.0
8.9,10,3,50.06,71.57,55.38,134.85,0.3006,0.2807,72.0,116.0,135.0,77.0,89.0
8.9,10,4,56.34,69.98,57.25,124.0,0.1949,0.2744,71.0,120.0,134.0,78.67,89.0
8.9,15,1,54.04,68.71,52.5,114.29,0.2359,0.2695,69.0,119.0,136.0,80.51,133.5
8.9,15,2,55.34,68.04,55.34,120.03,0.1867,0.2668,70.0,119.0,134.0,79.45,133.5
8.9,15,3,52.76,63.74,55.55,135.26,0.1723,0.25,65.0,121.0,131.0,84.73,133.5
8.9,15,4,51.34,64.89,54.02,131.85,0.2088,0.2545,66.0,120.0,133.0,83.55,133.5
8.9,30,1,49.26,60.01,49.03,118.75,0.1829,0.2353,61.0,121.0,133.0,88.65,267.0
8.9,30,2,52.06,62.19,49.57,108.13,0.203,0.2439,64.0,120.0,135.0,85.56,267.0
8.9,30,3,49.08,64.83,49.69,122.32,0.2429,0.2542,65.0,119.0,135.0,84.4,267.0
8.9,30,4,50.54,64.82,50.87,121.39,0.2203,0.2542,65.0,119.0,135.0,84.4,267.0
8.9,45,1,48.31,58.23,47.9,117.62,0.1775,0.2284,59.0,121.0,133.0,90.61,400.5
8.9,45,2,50.46,58.86,49.57,114.27,0.1578,0.2308,60.0,123.0,132.0,90.03,400.5
8.9,45,3,44.8,62.82,49.19,134.62,0.2869,0.2463,62.0,118.0,133.0,87.14,400.5
8.9,45,4,50.81,59.78,50.6,118.65,0.1536,0.2344,61.0,122.0,132.0,88.84,400.5
8.9,60,1,49.26,56.92,48.22,112.84,0.1528,0.2232,58.0,123.0,132.0,91.98,534.0
8.9,60,2,45.77,58.55,50.46,142.04,0.2182,0.2296,59.0,120.0,131.0,90.43,534.0
8.9,60,3,48.57,61.61,47.2,114.29,0.2339,0.2416,62.0,119.0,135.0,87.35,534.0
8.9,60,4,46.19,58.86,45.61,117.38,0.2252,0.2308,58.0,120.0,134.0,91.43,534.0
8.9,90,1,48.39,58.55,45.15,105.49,0.2289,0.2296,59.0,121.0,134.0,90.63,801.0
8.9,90,2,47.18,63.0,44.93,112.53,0.2869,0.2471,63.0,117.0,137.0,86.13,801.0
8.9,90,3,47.11,59.89,46.16,115.86,0.2292,0.2349,60.0,120.0,134.0,89.47,801.0
8.9,90,4,48.35,59.7,44.8,105.7,0.2496,0.2341,60.0,120.0,136.0,89.53,801.0
8.9,120,1,49.99,54.81,48.74,107.68,0.1107,0.2149,56.0,125.0,131.0,94.37,1068.0
8.9,120,2,48.45,60.76,42.94,101.44,0.2932,0.2383,61.0,119.0,138.0,88.49,1068.0
8.9,120,3,51.01,60.16,45.63,97.8,0.2416,0.2359,61.0,121.0,136.0,88.74,1068.0
8.9,120,4,47.46,58.27,42.84,102.06,0.2648,0.2285,58.0,120.0,137.0,91.55,1068.0
8.9,180,1,45.48,55.6,43.15,108.79,0.2239,0.218,56.0,121.0,134.0,93.58,1602.0
8.9,180,2,48.95,57.66,47.13,109.61,0.1826,0.2261,58.0,122.0,133.0,91.79,1602.0
8.9,180,3,50.0,58.66,43.76,94.87,0.254,0.23,59.0,121.0,136.0,90.7,1602.0
8.9,180,4,52.64,59.88,46.18,91.69,0.2288,0.2348,61.0,122.0,135.0,88.89,1602.0
8.9,240,1,48.35,57.6,44.8,103.36,0.2223,0.2259,58.0,121.0,135.0,91.64,2136.0
8.9,240,2,47.3,58.77,44.57,108.45,0.2417,0.2305,59.0,120.0,135.0,90.48,2136.0
8.9,240,3,47.44,59.05,47.73,121.51,0.1966,0.2316,60.0,121.0,134.0,89.65,2136.0
8.9,240,4,43.17,55.1,44.22,125.31,0.2166,0.2161,55.0,120.0,133.0,94.37,2136.0
8.9,300,1,47.3,54.68,44.2,102.25,0.1916,0.2144,55.0,122.0,133.0,94.73,2670.0
8.9,300,2,47.88,53.56,43.17,92.79,0.194,0.21,54.0,123.0,134.0,95.92,2670.0
8.9,300,3,48.67,55.6,43.24,93.66,0.2224,0.218,56.0,122.0,135.0,93.79,2670.0
8.9,300,4,48.87,55.31,44.66,96.26,0.1925,0.2169,56.0,122.0,134.0,93.77,2670.0
8.9,360,1,45.6,61.86,43.26,112.44,0.3008,0.2426,61.0,117.0,137.0,88.11,3204.0
8.9,360,2,47.66,56.2,46.27,111.61,0.1767,0.2204,57.0,122.0,133.0,92.77,3204.0
8.9,360,3,44.8,60.17,48.68,135.16,0.2555,0.2359,60.0,118.0,133.0,89.11,3204.0
8.9,360,4,49.81,56.25,46.72,100.54,0.1694,0.2206,58.0,123.0,133.0,91.99,3204.0
8.9,480,1,47.99,53.92,43.12,92.94,0.2004,0.2115,54.0,123.0,134.0,95.92,4272.0
8.9,480,2,47.99,58.69,42.59,99.87,0.2744,0.2301,58.0,120.0,137.0,91.55,4272.0
8.9,480,3,46.18,55.71,42.33,102.72,0.2403,0.2185,56.0,122.0,135.0,93.79,4272.0
8.9,480,4,48.32,59.25,44.62,104.84,0.247,0.2324,60.0,120.0,136.0,89.53,4272.0
9.0,0,1,92.17,151.09,132.05,160.61,0.39,0.5925,148.0,104.0,132.0,0.0,0.0
9.0,0,2,89.91,148.98,130.14,160.86,0.3965,0.5842,145.0,104.0,131.0,3.16,0.0
9.0,0,3,93.95,154.22,128.81,154.7,0.3908,0.6048,150.0,102.0,135.0,4.12,0.0
9.0,0,4,88.21,151.85,132.12,161.39,0.4191,0.5955,148.0,103.0,132.0,1.0,0.0
9.0,1,1,70.42,114.82,94.23,152.17,0.3867,0.4503,113.0,108.0,134.0,35.28,9.0
9.0,1,2,73.49,111.91,96.21,155.49,0.3434,0.4389,112.0,111.0,132.0,36.67,9.0
9.0,1,3,79.13,114.08,92.42,142.81,0.3064,0.4474,115.0,111.0,136.0,33.97,9.0
9.0,1,4,72.85,109.41,96.49,158.81,0.3342,0.4291,110.0,112.0,131.0,38.85,9.0
9.0,2,1,64.47,96.56,81.12,151.13,0.3323,0.3787,97.0,113.0,133.0,51.8,18.0
9.0,2,2,68.44,96.49,81.34,147.61,0.2907,0.3784,97.0,114.0,133.0,51.98,18.0
9.0,2,3,65.09,98.17,80.56,148.06,0.337,0.385,99.0,112.0,134.0,49.69,18.0
9.0,2,4,64.31,93.56,83.76,159.9,0.3126,0.3669,95.0,115.0,130.0,54.17,18.0
9.0,5,1,60.38,81.58,66.04,136.02,0.2599,0.3199,83.0,116.0,134.0,66.13,45.0
9.0,5,2,61.08,80.14,66.57,137.28,0.2379,0.3143,82.0,117.0,134.0,67.3,45.0
9.0,5,3,56.98,79.94,67.54,147.59,0.2872,0.3135,80.0,116.0,132.0,69.05,45.0
9.0,5,4,57.23,84.41,65.65,138.58,0.322,0.331,85.0,113.0,136.0,63.77,45.0
9.0,10,1,54.0,71.2,57.47,132.11,0.2416,0.2792,72.0,117.0,134.0,77.13,90.0
9.0,10,2,58.75,73.63,57.78,116.34,0.2153,0.2888,75.0,118.0,136.0,74.44,90.0
9.0,10,3,56.11,70.6,56.55,121.79,0.2052,0.2769,72.0,120.0,134.0,77.69,90.0
9.0,10,4,56.68,71.74,58.12,125.74,0.2099,0.2813,73.0,119.0,134.0,76.51,90.0
9.0,15,1,57.14,65.06,51.93,96.21,0.2019,0.2552,68.0,122.0,135.0,82.05,135.0
9.0,15,2,53.28,66.37,54.39,125.08,0.1972,0.2603,68.0,120.0,134.0,81.61,135.0
9.0,15,3,51.66,72.76,55.23,130.16,0.2901,0.2853,72.0,116.0,135.0,77.0,135.0
9.0,15,4,50.96,66.06,56.71,142.85,0.2286,0.2591,67.0,119.0,132.0,82.38,135.0
9.0,30,1,50.04,62.37,48.7,114.12,0.2192,0.2446,63.0,120.0,135.0,86.54,270.0
9.0,30,2,48.65,61.99,47.35,114.7,0.2361,0.2431,62.0,119.0,135.0,87.35,270.0
9.0,30,3,49.74,60.53,47.86,111.11,0.2093,0.2374,61.0,121.0,134.0,88.67,270.0
9.0,30,4,50.63,62.25,52.72,130.8,0.1866,0.2441,63.0,120.0,133.0,86.5,270.0
9.0,45,1,51.22,58.84,46.96,98.46,0.2019,0.2307,60.0,122.0,135.0,89.87,405.0
9.0,45,2,49.17,61.54,52.15,134.43,0.201,0.2413,62.0,121.0,132.0,87.66,405.0
9.0,45,3,49.16,64.2,46.69,111.52,0.2728,0.2518,65.0,117.0,137.0,84.16,405.0
9.0,45,4,52.5,57.93,45.75,86.75,0.2103,0.2272,59.0,124.0,135.0,91.27,405.0
9.0,60,1,53.91,58.27,48.93,88.02,0.1603,0.2285,60.0,124.0,133.0,90.25,540.0
9.0,60,2,47.78,59.2,44.7,107.22,0.245,0.2322,60.0,119.0,136.0,89.36,540.0
9.0,60,3,49.33,60.3,48.65,116.49,0.1931,0.2365,61.0,120.0,134.0,88.48,540.0
9.0,60,4,53.68,59.78,46.62,87.81,0.2201,0.2344,61.0,123.0,135.0,89.1,540.0
9.0,90,1,50.46,56.59,46.73,97.28,0.1743,0.2219,58.0,123.0,133.0,91.99,810.0
9.0,90,2,47.12,59.1,46.98,119.3,0.2051,0.2318,60.0,120.0,134.0,89.47,810.0
9.0,90,3,48.39,59.99,45.96,109.6,0.2339,0.2353,60.0,121.0,135.0,89.68,810.0
9.0,90,4,48.17,60.26,48.54,121.87,0.2007,0.2363,61.0,120.0,134.0,88.48,810.0
9.0,120,1,52.24,58.44,43.9,85.58,0.2488,0.2292,60.0,122.0,137.0,89.96,1080.0
9.0,120,2,48.17,59.28,46.57,112.41,0.2144,0.2325,60.0,121.0,134.0,89.65,1080.0
9.0,120,3,47.34,59.55,45.64,112.65,0.2336,0.2335,60.0,120.0,135.0,89.49,1080.0
9.0,120,4,50.6,58.76,47.82,104.78,0.1862,0.2304,60.0,122.0,134.0,89.84,1080.0
9.0,180,1,50.55,52.72,46.42,80.69,0.1194,0.2067,54.0,126.0,131.0,96.55,1620.0
9.0,180,2,48.58,59.03,46.26,109.07,0.2164,0.2315,60.0,121.0,134.0,89.65,1620.0
9.0,180,3,53.25,58.89,45.53,85.33,0.2269,0.2309,60.0,123.0,135.0,90.08,1620.0
9.0,180,4,49.72,56.24,41.11,85.87,0.269,0.2206,58.0,121.0,137.0,91.73,1620.0
9.0,240,1,49.1,60.21,43.58,100.07,0.2762,0.2361,61.0,119.0,137.0,88.43,2160.0
9.0,240,2,52.56,54.28,45.32,71.51,0.1651,0.2129,56.0,126.0,133.0,94.6,2160.0
9.0,240,3,50.36,53.76,46.93,89.8,0.1271,0.2108,55.0,125.0,132.0,95.34,2160.0
9.0,240,4,47.5,57.98,42.59,100.84,0.2655,0.2274,58.0,120.0,136.0,91.5,2160.0
9.0,300,1,48.46,55.19,46.11,104.51,0.1646,0.2164,57.0,123.0,133.0,92.97,2700.0
9.0,300,2,49.0,55.82,41.93,89.48,0.2488,0.2189,56.0,122.0,136.0,93.83,2700.0
9.0,300,3,49.7,54.09,44.54,87.56,0.1767,0.2121,56.0,123.0,134.0,93.96,2700.0
9.0,300,4,51.69,54.5,41.68,73.15,0.2352,0.2137,56.0,124.0,136.0,94.23,2700.0
9.0,360,1,46.61,56.43,43.42,105.31,0.2306,0.2213,57.0,121.0,135.0,92.62,3240.0
9.0,360,2,47.14,54.58,45.41,108.68,0.1679,0.214,55.0,123.0,133.0,94.93,3240.0
9.0,360,3,46.26,55.93,41.61,100.51,0.256,0.2193,56.0,121.0,136.0,93.64,3240.0
9.0,360,4,44.64,61.6,43.16,115.18,0.2994,0.2416,61.0,117.0,137.0,88.11,3240.0
9.0,480,1,49.51,54.91,44.0,89.69,0.1986,0.2153,56.0,123.0,134.0,93.96,4320.0
9.0,480,2,45.44,58.56,43.82,113.41,0.2517,0.2297,58.0,119.0,136.0,91.33,4320.0
9.0,480,3,47.42,54.98,42.09,95.21,0.2345,0.2156,55.0,122.0,135.0,94.77,4320.0
9.0,480,4,47.0,55.47,43.78,103.49,0.2107,0.2175,56.0,122.0,135.0,93.79,4320.0
9.1,0,1,91.81,147.99,128.84,159.55,0.3796,0.5803,145.0,105.0,132.0,3.16,0.0
9.1,0,2,95.62,149.98,130.45,158.44,0.3624,0.5881,147.0,106.0,132.0,2.24,0.0
9.1,0,3,91.45,151.85,135.96,164.21,0.3978,0.5955,148.0,105.0,130.0,2.24,0.0
9.1,0,4,94.52,151.12,134.01,161.86,0.3745,0.5926,149.0,105.0,131.0,1.73,0.0
9.1,1,1,75.33,112.5,95.86,153.13,0.3304,0.4412,113.0,111.0,133.0,35.71,9.1
9.1,1,2,76.71,110.51,97.79,157.42,0.3059,0.4334,111.0,113.0,131.0,38.09,9.1
9.1,1,3,74.11,109.54,93.3,152.49,0.3235,0.4296,110.0,111.0,133.0,38.65,9.1
9.1,1,4,75.39,114.36,95.99,151.72,0.3408,0.4485,114.0,110.0,134.0,34.58,9.1
9.1,2,1,65.03,95.34,82.98,155.53,0.3179,0.3739,96.0,114.0,132.0,52.95,18.2
9.1,2,2,65.34,98.56,84.43,154.47,0.3371,0.3865,99.0,113.0,132.0,49.82,18.2
9.1,2,3,64.42,93.61,80.57,153.19,0.3118,0.3671,94.0,114.0,132.0,54.92,18.2
9.1,2,4,66.38,98.02,81.63,148.92,0.3228,0.3844,99.0,112.0,134.0,49.69,18.2
9.1,5,1,59.11,80.86,68.93,147.11,0.269,0.3171,82.0,117.0,132.0,67.27,45.5
9.1,5,2,58.44,79.9,66.4,142.26,0.2687,0.3133,81.0,117.0,133.0,68.26,45.5
9.1,5,3,57.09,79.22,63.75,138.05,0.2794,0.3107,80.0,115.0,135.0,68.95,45.5
9.1,5,4,55.51,80.15,64.29,141.37,0.3073,0.3143,81.0,115.0,134.0,67.93,45.5
9.1,10,1,52.25,70.14,58.68,141.58,0.2551,0.275,71.0,118.0,133.0,78.27,91.0
9.1,10,2,57.58,68.95,60.05,133.05,0.1649,0.2704,71.0,121.0,131.0,78.86,91.0
9.1,10,3,56.51,69.03,58.54,129.74,0.1814,0.2707,71.0,120.0,133.0,78.65,91.0
9.1,10,4,53.2,72.38,57.39,133.12,0.265,0.2838,73.0,117.0,135.0,76.18,91.0
9.1,15,1,54.97,66.0,52.64,109.55,0.2024,0.2588,67.0,120.0,135.0,82.62,136.5
9.1,15,2,49.65,66.66,56.49,144.12,0.2551,0.2614,67.0,118.0,132.0,82.2,136.5
9.1,15,3,54.37,67.68,54.7,121.45,0.1966,0.2654,69.0,119.0,134.0,80.44,136.5
9.1,15,4,52.27,65.59,52.67,121.78,0.203,0.2572,66.0,120.0,134.0,83.57,136.5
9.1,30,1,49.3,60.54,48.83,117.59,0.1935,0.2374,61.0,120.0,134.0,88.48,273.0
9.1,30,2,52.69,62.5,50.02,107.16,0.1997,0.2451,64.0,121.0,134.0,85.73,273.0
9.1,30,3,50.43,61.06,48.29,109.94,0.2091,0.2394,62.0,120.0,135.0,87.53,273.0
9.1,30,4,53.81,63.81,48.96,100.4,0.2326,0.2502,65.0,121.0,136.0,84.82,273.0
9.1,45,1,51.49,59.62,47.3,99.61,0.2066,0.2338,61.0,122.0,134.0,88.87,409.5
9.1,45,2,51.12,60.48,43.57,93.22,0.2796,0.2372,61.0,120.0,137.0,88.6,409.5
9.1,45,3,49.42,63.79,47.02,111.42,0.2628,0.2502,64.0,118.0,136.0,85.25,409.5
9.1,45,4,50.24,63.66,42.75,98.52,0.3284,0.2496,63.0,118.0,139.0,86.43,409.5
9.1,60,1,48.51,57.54,51.93,142.73,0.157,0.2256,58.0,123.0,130.0,92.01,546.0
9.1,60,2,51.4,60.24,46.84,99.55,0.2224,0.2362,61.0,122.0,135.0,88.89,546.0
9.1,60,3,45.52,58.67,50.06,140.73,0.2242,0.2301,59.0,120.0,131.0,90.43,546.0
9.1,60,4,49.7,59.96,45.17,101.63,0.2466,0.2351,60.0,121.0,135.0,89.68,546.0
9.1,90,1,48.06,61.34,45.25,109.52,0.2624,0.2406,62.0,119.0,136.0,87.39,819.0
9.1,90,2,49.54,58.49,49.42,119.19,0.1552,0.2294,59.0,123.0,132.0,91.01,819.0
9.1,90,3,50.5,53.96,46.42,87.53,0.1396,0.2116,55.0,125.0,132.0,95.34,819.0
9.1,90,4,53.76,55.37,47.15,71.72,0.1484,0.2171,58.0,126.0,133.0,92.66,819.0
9.1,120,1,46.74,56.19,43.2,103.66,0.2312,0.2204,57.0,121.0,135.0,92.62,1092.0
9.1,120,2,46.46,58.08,48.95,132.85,0.2,0.2278,59.0,120.0,133.0,90.43,1092.0
9.1,120,3,50.37,57.84,43.71,91.72,0.2442,0.2268,58.0,122.0,136.0,91.87,1092.0
9.1,120,4,49.53,55.12,43.66,89.29,0.2078,0.2162,57.0,123.0,135.0,93.01,1092.0
9.1,180,1,48.82,57.13,44.59,99.78,0.2194,0.224,58.0,121.0,135.0,91.64,1638.0
9.1,180,2,48.99,57.94,44.91,101.23,0.2249,0.2272,58.0,121.0,135.0,91.64,1638.0
9.1,180,3,49.62,55.95,45.48,96.3,0.1872,0.2194,57.0,123.0,133.0,92.97,1638.0
9.1,180,4,51.13,54.08,45.28,80.12,0.1628,0.2121,56.0,125.0,133.0,94.37,1638.0
9.1,240,1,48.68,60.06,48.07,116.95,0.1996,0.2355,61.0,120.0,134.0,88.48,2184.0
9.1,240,2,50.43,55.64,44.12,87.13,0.207,0.2182,57.0,123.0,134.0,92.98,2184.0
9.1,240,3,49.97,59.97,44.95,99.94,0.2505,0.2352,60.0,121.0,136.0,89.72,2184.0
9.1,240,4,47.73,54.68,44.02,99.1,0.1949,0.2144,55.0,122.0,133.0,94.73,2184.0
9.1,300,1,45.67,58.07,47.51,128.92,0.2135,0.2277,58.0,120.0,133.0,91.42,2730.0
9.1,300,2,46.38,53.17,47.53,130.17,0.1277,0.2085,54.0,124.0,131.0,96.11,2730.0
9.1,300,3,48.47,55.97,47.55,113.45,0.1504,0.2195,57.0,123.0,132.0,92.96,2730.0
9.1,300,4,48.07,54.16,43.21,93.4,0.2021,0.2124,55.0,123.0,134.0,94.94,2730.0
9.1,360,1,48.42,55.36,43.54,95.24,0.2136,0.2171,56.0,122.0,135.0,93.79,3276.0
9.1,360,2,51.1,53.53,45.01,77.11,0.1592,0.2099,56.0,125.0,133.0,94.37,3276.0
9.1,360,3,49.34,56.73,45.86,100.8,0.1916,0.2225,58.0,123.0,134.0,92.01,3276.0
9.1,360,4,47.46,54.13,44.16,100.16,0.1843,0.2123,55.0,122.0,133.0,94.73,3276.0
9.1,480,1,48.1,54.88,45.22,102.12,0.1761,0.2152,55.0,124.0,133.0,95.13,4368.0
9.1,480,2,46.55,54.01,46.07,116.31,0.1471,0.2118,55.0,122.0,132.0,94.73,4368.0
9.1,480,3,51.24,55.35,45.93,86.19,0.1702,0.2171,57.0,124.0,134.0,93.19,4368.0
9.1,480,4,47.62,61.71,43.65,106.83,0.2926,0.242,61.0,118.0,137.0,88.26,4368.0
9.2,0,1,89.17,150.95,132.22,161.8,0.4093,0.592,147.0,104.0,131.0,1.41,0.0
9.2,0,2,93.85,154.46,130.44,156.22,0.3924,0.6057,151.0,102.0,134.0,4.12,0.0
9.2,0,3,94.08,153.01,129.16,155.72,0.3852,0.6001,150.0,103.0,135.0,3.74,0.0
9.2,0,4,94.22,148.62,131.63,161.26,0.366,0.5828,146.0,106.0,131.0,3.0,0.0
9.2,1,1,72.1,112.06,94.33,153.37,0.3566,0.4395,112.0,110.0,134.0,36.55,9.2
9.2,1,2,73.32,112.94,93.48,150.53,0.3508,0.4429,112.0,110.0,134.0,36.55,9.2
